property_type,society,sector,price_in_cr,price_per_sqft,total_area_sqft,bedrooms,bathrooms,balcony,floornum,study_room,servant_room,store_room,pooja_room,others,facing,furnishing_type,age_possession_category,luxury_score,area_per_bedroom,coordinates,latitude,longitude
Independent Builder Floor,"Sector 57, Gurgaon",sector 57,2.7,14285.0,1890.0,4,4,3,1.0,0,0,0,0,1,south-east,Semi-Furnished,New Property,0.3599807943436079,472.5,"28.4232° N, 77.0752° E",28.4232,77.0752
Flat,tarc maceo,sector 91,1.95,10472.0,1862.0,3,3,3+,7.0,0,0,0,1,0,south-east,Furnished,Relatively New,1.3649117126625223,620.6666666666666,"28.4014° N, 76.9225° E",28.4014,76.9225
Flat,emaar mgf the palm drive,sector 66,7.35,20136.0,3650.0,4,4,3,2.0,0,1,0,0,0,north-east,Unfurnished,Relatively New,0.6109441221403384,912.5,"28.3925° N, 77.0541° E",28.3925,77.0541
Independent Builder Floor,"Sushant Lok Phase 3, Gurgaon",sector 57,5.1,11333.0,4500.0,4,5,3,1.0,1,1,0,1,0,east,Semi-Furnished,New Property,0.6865689878413247,1125.0,"28.4232° N, 77.0752° E",28.4232,77.0752
Independent Builder Floor,Ansal API Esencia,sector 67,2.65,12045.0,2200.0,4,4,2,2.0,0,1,0,1,0,east,Semi-Furnished,New Property,1.0958726903366145,550.0,"28.3859° N, 77.0608° E",28.3859,77.0608
Independent House,Unitech Espace,sector 50,14.0,43210.0,3240.0,4,5,3+,3.0,1,1,0,0,0,east,Semi-Furnished,Old Property,0.8813867260549119,810.0,"28.4178° N, 77.0628° E",28.4178,77.0628
Independent Builder Floor,"Pocket E Sector 2 Palam Vihar, Gurgaon",sector 2,3.7,8222.0,4500.0,4,4,2,2.0,1,1,0,1,0,not available,Semi-Furnished,New Property,0.3465960199121562,1125.0,"28.5095° N, 77.0320° E",28.5095,77.032
Flat,paras dews,sector 106,1.7,9659.0,1760.0,3,3,3,6.0,0,0,0,0,0,north-east,Unfurnished,Relatively New,0.1275465379242346,586.6666666666666,"28.5007° N, 77.0003° E",28.5007,77.0003
Flat,experion the heartsong,sector 108,1.4,10911.0,1283.0,2,2,2,8.0,0,0,0,0,0,north-east,Unfurnished,Relatively New,0.6656014450788101,641.5,"28.5134° N, 76.9830° E",28.5134,76.983
Independent House,"Nirvana Country, Gurgaon",sector 50,9.2,65155.0,1412.0,5,6,2,2.0,0,0,1,1,0,north-east,Semi-Furnished,Relatively New,1.3649117126625223,282.4,"28.4178° N, 77.0628° E",28.4178,77.0628
Flat,tulip yellow,sector 69,2.38,13967.0,1704.0,3,3,3,24.0,0,0,0,0,0,not available,Unfurnished,Relatively New,0.3445259714283097,568.0,"28.3966° N, 77.0341° E",28.3966,77.0341
Flat,bestech park view spa,sector 47,5.27,21336.0,2470.0,3,5,3,4.0,0,1,0,0,0,north,Unfurnished,Moderately Old,0.0,823.3333333333334,"28.4276° N, 77.0492° E",28.4276,77.0492
Flat,dlf the skycourt,sector 86,2.25,11658.0,1930.0,3,3,3,9.0,0,0,0,0,1,north-east,Unfurnished,Relatively New,0.1275465379242346,643.3333333333334,"28.3986° N, 76.9384° E",28.3986,76.9384
Flat,emaar mgf emerald floors,sector 65,2.95,16857.0,1750.0,4,3,3,2.0,0,0,1,0,0,north-east,Semi-Furnished,Relatively New,0.6109441221403384,437.5,"28.4030° N, 77.0690° E",28.403,77.069
Independent House,"G Block, Sushant Lok 3, Gurgaon",sector 57,4.65,30039.0,1548.0,3,3,2,1.0,0,0,1,0,0,north-west,Unfurnished,Moderately Old,0.2531052765845931,516.0,"28.4232° N, 77.0752° E",28.4232,77.0752
Independent House,Tata Primanti,sector 72,15.0,21428.0,7000.0,5,6,3,3.0,1,1,0,1,0,west,Unfurnished,Relatively New,0.8813867260549119,1400.0,"28.4225° N, 77.0211° E",28.4225,77.0211
Independent House,DLF City Plots,sector 26,28.0,70707.0,3960.0,5,6,3+,3.0,1,1,1,1,0,west,Semi-Furnished,Moderately Old,1.2113511774378152,792.0,"28.4757° N, 77.1032° E",28.4757,77.1032
Flat,shapoorji pallonji joyville gurugram,sector 102,1.55,16939.0,915.0,2,2,1,8.0,0,0,0,0,0,north-east,Unfurnished,Relatively New,0.855498643205741,457.5,"28.4750° N, 76.9715° E",28.475,76.9715
Flat,pivotal devaan,sector 84,0.62,12836.0,483.0,2,2,1,2.0,0,0,0,0,0,not available,Unfurnished,Relatively New,0.1275465379242346,241.5,"28.3979° N, 76.9736° E",28.3979,76.9736
Flat,ireo the corridors,sector 67,2.26,26279.0,1484.0,2,2,2,6.0,1,0,0,0,0,south-west,Unfurnished,Relatively New,0.1275465379242346,742.0,"28.3859° N, 77.0608° E",28.3859,77.0608
Independent House,"DLF Phase 2, Gurgaon",sector 25,14.5,40278.0,3600.0,5,6,3,3.0,0,1,0,1,0,north-east,Semi-Furnished,Moderately Old,1.3649117126625223,720.0,"28.4844° N, 77.0860° E",28.4844,77.086
Independent Builder Floor,Adani Brahma Samsara,sector 60,4.25,17396.0,2443.0,3,3,3,3.0,1,0,0,0,0,north-east,Furnished,Relatively New,1.3264492113795463,814.3333333333334,"28.4003° N, 77.0975° E",28.4003,77.0975
Flat,hero homes,sector 104,2.4,19388.0,1689.0,3,3,3,18.0,0,0,0,1,0,east,Unfurnished,Relatively New,0.1275465379242346,563.0,"28.4788° N, 76.9960° E",28.4788,76.996
Flat,chintels serenity,sector 109,4.5,15384.0,2925.0,4,4,3+,5.0,0,1,0,1,0,north,Unfurnished,Relatively New,1.2483326840866664,731.25,"28.5073° N, 77.0089° E",28.5073,77.0089
Independent Builder Floor,Anant Raj Estates,sector 63,2.6,16139.0,1611.0,3,3,2,4.0,0,0,0,0,0,east,Unfurnished,New Property,0.0,537.0,"28.3971° N, 77.0867° E",28.3971,77.0867
Independent House,"Greenwood City, Gurgaon",sector 45,15.0,33333.0,4500.0,5,6,3+,3.0,1,1,1,1,0,north-east,Semi-Furnished,Moderately Old,1.3649117126625223,900.0,"28.4466° N, 77.0660° E",28.4466,77.066
Independent House,"Rajiv Nagar, Gurgaon",sector 13,2.15,5972.0,3600.0,11,12,3+,4.0,0,0,0,1,1,north-east,Unfurnished,Relatively New,0.0,327.27272727272725,"28.4757° N, 77.0392° E",28.4757,77.0392
Independent Builder Floor,"Sector 46, Gurgaon",sector 46,2.8,15250.0,1836.0,3,3,2,1.0,0,1,0,1,1,east,Semi-Furnished,Relatively New,0.3465960199121562,612.0,"28.4374° N, 77.0586° E",28.4374,77.0586
Flat,greenopolis,sector 89,1.75,9162.0,1910.0,3,3,3,7.0,0,1,0,0,0,east,Furnished,New Property,0.931643963620793,636.6666666666666,"28.4253° N, 76.9439° E",28.4253,76.9439
Independent House,"Sector 45, Gurgaon",sector 45,7.85,31717.0,2475.0,9,9,3+,4.0,0,0,1,0,0,south-west,Semi-Furnished,Moderately Old,0.9658712395248767,275.0,"28.4466° N, 77.0660° E",28.4466,77.066
Independent House,"South City 2, Gurgaon",sector 49,9.0,37037.0,2430.0,7,6,3+,3.0,0,0,0,0,0,east,Unfurnished,Moderately Old,0.0,347.1428571428572,"28.4121° N, 77.0480° E",28.4121,77.048
Flat,antriksh heights,sector 84,1.22,9037.0,1350.0,3,2,3,13.0,1,0,0,0,0,east,Unfurnished,Moderately Old,0.3168744400977996,450.0,"28.3979° N, 76.9736° E",28.3979,76.9736
Independent House,Unitech Palms South City 1,sector 41,7.5,34722.0,2160.0,5,5,2,2.0,0,0,0,1,0,east,Unfurnished,Relatively New,0.8813867260549119,432.0,"28.4557° N, 77.0632° E",28.4557,77.0632
Independent House,Eros Rosewood City,sector 49,4.21,27516.0,1530.0,3,3,2,2.0,0,0,0,1,1,east,Unfurnished,Moderately Old,0.7566975957570637,510.0,"28.4121° N, 77.0480° E",28.4121,77.048
Flat,millenium apartment,sector 47,2.7,11392.0,2370.0,4,4,3,7.0,0,0,0,0,0,south,Semi-Furnished,Old Property,0.1275465379242346,592.5,"28.4276° N, 77.0492° E",28.4276,77.0492
Flat,tarc maceo,sector 91,1.85,9935.0,1862.0,3,3,3+,7.0,0,0,0,0,0,east,Unfurnished,Relatively New,0.2492893183325949,620.6666666666666,"28.4014° N, 76.9225° E",28.4014,76.9225
Independent Builder Floor,DLF Gardencity Enclave,sector 93,2.05,13225.0,1550.0,3,3,3,2.0,1,0,0,0,0,north-east,Unfurnished,New Property,0.3465960199121562,516.6666666666666,"28.4153° N, 76.9326° E",28.4153,76.9326
Flat,pyramid urban homes,sector 70,0.72,8642.0,836.0,2,2,2,3.0,0,0,0,0,0,not available,Unfurnished,Relatively New,0.0,418.0,"28.3968° N, 77.0233° E",28.3968,77.0233
Independent House,Ansals Palam Vihar,sector 1,7.45,22994.0,3240.0,4,4,2,2.0,0,0,1,0,0,east,Unfurnished,Moderately Old,0.9749511617770816,810.0,"28.3663° N, 76.9456° E",28.3663,76.9456
Independent Builder Floor,BPTP Astaire Gardens,sector 70,2.4,9619.0,2495.0,3,3,3+,3.0,0,0,1,0,0,north,Unfurnished,Moderately Old,0.0,831.6666666666666,"28.3968° N, 77.0233° E",28.3968,77.0233
Flat,m3m heights,sector 65,3.94,19182.0,2054.0,3,3,2,30.0,0,1,0,0,0,east,Unfurnished,Relatively New,0.7591292347738263,684.6666666666666,"28.4030° N, 77.0690° E",28.403,77.069
Flat,dlf the skycourt,sector 86,2.23,11560.0,1929.0,3,3,1,8.0,0,0,0,1,0,north-east,Unfurnished,Relatively New,1.1266128156963098,643.0,"28.3986° N, 76.9384° E",28.3986,76.9384
Independent Builder Floor,Vatika India Next,sector 82,2.0,14347.0,1394.0,3,3,3,0.0,0,0,0,0,1,east,Semi-Furnished,Relatively New,1.3649117126625223,464.6666666666667,"28.3935° N, 76.9600° E",28.3935,76.96
Independent House,"Block C, Sushant Lok Phase 1, Gurgaon",sector 43,13.0,48148.0,2700.0,4,4,2,1.0,0,1,0,1,0,not available,Unfurnished,Old Property,0.8813867260549119,675.0,"28.4629° N, 77.0772° E",28.4629,77.0772
Independent House,Emaar MGF Marbella,sector 66,18.7,41556.0,4500.0,5,5,2,3.0,1,1,1,1,0,east,Semi-Furnished,Moderately Old,1.3649117126625223,900.0,"28.3925° N, 77.0541° E",28.3925,77.0541
Flat,bestech park view grand spa,sector 81,5.22,12428.0,4200.0,4,4,3+,22.0,1,1,0,0,0,south-east,Unfurnished,Moderately Old,0.9891553437747008,1050.0,"28.3867° N, 76.9485° E",28.3867,76.9485
Flat,godrej meridien,sector 106,2.79,15040.0,1855.0,3,4,3+,10.0,0,0,0,0,0,north,Unfurnished,New Property,1.2497395345973707,618.3333333333334,"28.5007° N, 77.0003° E",28.5007,77.0003
Flat,chintels serenity,sector 109,3.0,14285.0,2100.0,3,3,3+,7.0,0,1,0,0,0,north-east,Unfurnished,Relatively New,0.1275465379242346,700.0,"28.5073° N, 77.0089° E",28.5073,77.0089
Flat,krrish provence estate,gwal pahari,6.6,14666.0,5800.0,4,6,3+,3.0,1,1,0,1,0,west,Unfurnished,Relatively New,0.5118628215394225,1450.0,"28.4484° N, 77.0210° E",28.4484,77.021
Independent Builder Floor,"South City 1, Gurgaon",sector 41,4.25,13117.0,3240.0,4,4,1,1.0,0,1,0,0,0,east,Unfurnished,New Property,0.1275465379242346,810.0,"28.4557° N, 77.0632° E",28.4557,77.0632
Flat,bptp park serene,sector 37,2.25,12403.0,1814.0,3,3,3,5.0,0,0,0,0,0,east,Unfurnished,Relatively New,0.7092897699497799,604.6666666666666,"28.4375° N, 76.9999° E",28.4375,76.9999
Flat,dlf the skycourt,sector 86,2.35,12220.0,1923.0,3,3,3,12.0,0,0,0,1,0,east,Unfurnished,Relatively New,1.3649117126625223,641.0,"28.3986° N, 76.9384° E",28.3986,76.9384
Flat,tulip purple,sector 69,2.69,11229.0,2400.0,4,5,3+,1.0,0,1,0,0,0,east,Furnished,New Property,1.3649117126625223,600.0,"28.3966° N, 77.0341° E",28.3966,77.0341
Independent House,Independent Luxury Villa,sector 43,17.15,18052.0,9000.0,6,7,3+,3.0,1,1,1,1,0,north,Semi-Furnished,Moderately Old,1.3649117126625223,1500.0,"28.4629° N, 77.0772° E",28.4629,77.0772
Independent Builder Floor,"Block D sector 56, Gurgaon",sector 56,4.5,19148.0,2350.0,5,4,3,1.0,0,1,0,1,0,north-west,Unfurnished,New Property,0.3599807943436079,470.0,"28.4245° N, 77.0991° E",28.4245,77.0991
Independent Builder Floor,"Nirvana Country, Gurgaon",sector 50,6.5,19696.0,3300.0,4,4,2,1.0,0,0,0,0,0,north,Unfurnished,New Property,0.3599807943436079,825.0,"28.4178° N, 77.0628° E",28.4178,77.0628
Flat,antriksh heights,sector 84,1.45,8405.0,1725.0,3,3,3+,4.0,0,0,0,1,0,north,Unfurnished,Relatively New,0.2598211204991876,575.0,"28.3979° N, 76.9736° E",28.3979,76.9736
Independent House,"Sector 17B, Gurgaon",sector 17,10.5,23240.0,4518.0,3,3,2,2.0,0,0,1,0,0,north,Unfurnished,Old Property,0.897703968888884,1506.0,"28.4791° N, 77.0608° E",28.4791,77.0608
Flat,ats triumph,sector 104,3.8,12063.0,3150.0,4,4,3+,17.0,0,1,0,0,0,north-east,Unfurnished,Relatively New,1.3649117126625223,787.5,"28.4788° N, 76.9960° E",28.4788,76.996
Flat,umang winter hills,sector 77,2.0,9629.0,2077.0,3,3,3,0.0,0,1,0,0,0,north,Unfurnished,Relatively New,0.1275465379242346,692.3333333333334,"28.3801° N, 76.9845° E",28.3801,76.9845
Independent House,Emaar Emerald Hills,sector 65,20.0,55556.0,3600.0,4,4,3,2.0,0,0,0,0,0,not available,Unfurnished,Relatively New,0.7927790546882421,900.0,"28.4030° N, 77.0690° E",28.403,77.069
Independent Builder Floor,"Sector 55, Gurgaon",sector 55,3.0,13888.0,2160.0,4,4,2,2.0,0,0,0,0,1,south,Unfurnished,Relatively New,0.2454587427462726,540.0,"28.4281° N, 77.1100° E",28.4281,77.11
Independent Builder Floor,DLF Gardencity Enclave,sector 93,2.0,12195.0,1640.0,3,3,2,4.0,0,1,0,0,0,east,Semi-Furnished,Relatively New,1.3649117126625223,546.6666666666666,"28.4153° N, 76.9326° E",28.4153,76.9326
Flat,hero homes,sector 104,1.62,14740.0,1099.0,2,2,2,20.0,0,0,0,0,0,west,Unfurnished,Relatively New,0.51446051895683,549.5,"28.4788° N, 76.9960° E",28.4788,76.996
Independent Builder Floor,"Sector 23A, Gurgaon",sector 23,2.3,10952.0,2100.0,3,3,2,3.0,0,0,0,0,1,north-east,Unfurnished,New Property,0.1441820199651446,700.0,"28.5121° N, 77.0478° E",28.5121,77.0478
Independent Builder Floor,DLF City Plots Phase 2,sector 25,4.25,11038.0,3850.0,4,4,3+,0.0,1,1,0,1,0,east,Semi-Furnished,Relatively New,0.6936659139190577,962.5,"28.4844° N, 77.0860° E",28.4844,77.086
Flat,puri emerald bay,sector 104,2.5,14285.0,1750.0,2,3,3,12.0,0,1,0,0,0,north-east,Unfurnished,New Property,0.7589084208528195,875.0,"28.4788° N, 76.9960° E",28.4788,76.996
Flat,tarc maceo,sector 91,2.4,10344.0,2320.0,3,4,3+,7.0,1,1,0,0,0,north-east,Furnished,Relatively New,1.3649117126625223,773.3333333333334,"28.4014° N, 76.9225° E",28.4014,76.9225
Flat,shapoorji pallonji joyville gurugram,sector 102,2.55,13768.0,1852.0,3,3,3,8.0,0,0,0,0,0,north,Unfurnished,Relatively New,0.8802137512566762,617.3333333333334,"28.4750° N, 76.9715° E",28.475,76.9715
Flat,hero homes,sector 104,1.92,14157.0,1359.0,3,2,2,6.0,0,0,0,0,0,west,Unfurnished,New Property,0.1275465379242346,453.0,"28.4788° N, 76.9960° E",28.4788,76.996
Flat,m3m natura,sector 68,1.8,12178.0,1478.0,2,2,3,20.0,1,0,0,0,0,west,Unfurnished,Relatively New,1.3649117126625223,739.0,"28.3853° N, 77.0484° E",28.3853,77.0484
Flat,godrej meridien,sector 106,4.2,15441.0,2720.0,4,4,3+,16.0,0,1,0,0,0,north,Unfurnished,New Property,0.7035177481526577,680.0,"28.5007° N, 77.0003° E",28.5007,77.0003
Independent Builder Floor,BPTP Green Oaks,sector 70,1.71,11793.0,1450.0,3,3,2,3.0,1,1,1,1,0,south,Unfurnished,Relatively New,1.3649117126625223,483.3333333333333,"28.3968° N, 77.0233° E",28.3968,77.0233
Flat,smart world gems,sector 89,1.29,10813.0,1193.0,2,2,2,4.0,1,0,0,0,0,west,Unfurnished,New Property,0.1275465379242346,596.5,"28.4253° N, 76.9439° E",28.4253,76.9439
Flat,emaar gurgaon greens,sector 102,1.85,11212.0,1650.0,3,3,3,10.0,0,1,0,0,0,east,Unfurnished,Relatively New,1.3649117126625223,550.0,"28.4750° N, 76.9715° E",28.475,76.9715
Flat,hero homes,sector 104,2.0,14716.0,1359.0,3,2,2,10.0,0,0,0,0,0,north-east,Unfurnished,Relatively New,0.1275465379242346,453.0,"28.4788° N, 76.9960° E",28.4788,76.996
Flat,puri diplomatic greens,sector 111,4.8,16271.0,2950.0,4,4,3,15.0,0,1,0,0,0,east,Unfurnished,Moderately Old,0.0818407998606694,737.5,"28.5238° N, 77.0320° E",28.5238,77.032
Independent House,Sector 14 RWA,sector 14,8.25,28646.0,2880.0,2,2,2,3.0,0,0,0,1,0,north-east,Unfurnished,Moderately Old,0.0,1440.0,"28.4711° N, 77.0454° E",28.4711,77.0454
Flat,emaar palm gardens,sector 83,2.17,12616.0,1720.0,3,3,3+,14.0,0,1,0,0,0,north-west,Unfurnished,Relatively New,0.1275465379242346,573.3333333333334,"28.3986° N, 76.9647° E",28.3986,76.9647
Independent House,"South City, Gurgaon",sector 49,8.5,43928.0,1935.0,4,5,3+,3.0,0,0,0,0,1,north-east,Unfurnished,Relatively New,0.0,483.75,"28.4121° N, 77.0480° E",28.4121,77.048
Independent House,"B Block Sushant Lok Phase 1, Gurgaon",sector 43,11.5,42593.0,2700.0,5,6,3+,2.0,1,1,0,1,1,north,Semi-Furnished,Old Property,0.8813867260549119,540.0,"28.4629° N, 77.0772° E",28.4629,77.0772
Independent House,Emaar MGF Marbella,sector 66,17.0,53968.0,3150.0,5,6,3+,4.0,1,1,0,1,0,north-east,Unfurnished,Relatively New,1.2170100898946292,630.0,"28.3925° N, 77.0541° E",28.3925,77.0541
Independent Builder Floor,"Palam Vihar, Gurgaon",sector 1,2.9,11934.0,2430.0,3,3,2,2.0,1,0,0,1,0,west,Unfurnished,Relatively New,0.2493628396354255,810.0,"28.3663° N, 76.9456° E",28.3663,76.9456
Independent House,International City by Sobha Phase 1,sector 109,8.5,34979.0,2430.0,5,6,3+,2.0,1,1,0,1,1,north-west,Unfurnished,Relatively New,1.202405539071264,486.0,"28.5073° N, 77.0089° E",28.5073,77.0089
Flat,godrej meridien,sector 106,2.9,15633.0,1855.0,3,3,3,15.0,0,0,0,0,0,north,Unfurnished,New Property,0.5984735905421696,618.3333333333334,"28.5007° N, 77.0003° E",28.5007,77.0003
Independent House,Shyam Kunj,bhondsi,0.35,5185.0,675.0,2,2,0,1.0,0,0,0,0,0,east,Unfurnished,Moderately Old,0.0,337.5,"28.3510° N, 77.0615° E",28.351,77.0615
Independent Builder Floor,Ansal API Versalia,sector 67,2.8,13403.0,2440.0,4,4,2,4.0,0,0,0,1,0,east,Semi-Furnished,New Property,0.3599807943436079,610.0,"28.3859° N, 77.0608° E",28.3859,77.0608
Independent House,SRG Home 1,sector 41,8.5,39352.0,2160.0,6,5,3+,2.0,1,1,0,1,1,north-east,Furnished,Old Property,1.18752698945562,360.0,"28.4557° N, 77.0632° E",28.4557,77.0632
Flat,conscient elevate,sector 59,5.35,25536.0,2095.0,3,3,2,16.0,0,1,0,0,0,north,Semi-Furnished,New Property,1.3649117126625223,698.3333333333334,"28.4051° N, 77.1097° E",28.4051,77.1097
Independent Builder Floor,"Block C, Sushant Lok Phase 1, Gurgaon",sector 43,3.9,14444.0,2700.0,4,5,2,1.0,0,0,0,1,1,south,Semi-Furnished,New Property,0.0,675.0,"28.4629° N, 77.0772° E",28.4629,77.0772
Flat,experion windchants,sector 112,6.3,16741.0,3763.0,3,5,3,6.0,0,1,0,0,0,north,Unfurnished,Moderately Old,0.4325172603042883,1254.3333333333333,"28.5189° N, 77.0183° E",28.5189,77.0183
Independent House,Anant Raj Estates,sector 63,13.85,36209.0,4500.0,5,7,3+,2.0,1,1,1,1,0,north,Unfurnished,New Property,1.241077710345214,900.0,"28.3971° N, 77.0867° E",28.3971,77.0867
Flat,signature the roselia,sector 95,0.86,13410.0,645.0,3,2,2,6.0,0,0,0,0,0,east,Unfurnished,Relatively New,0.1275465379242346,215.0,"28.4172° N, 76.9081° E",28.4172,76.9081
Independent House,Vipul Tatvam Villa,sector 48,11.45,15266.0,7500.0,4,4,3+,2.0,1,1,0,1,0,east,Semi-Furnished,Moderately Old,1.241077710345214,1875.0,"28.4177° N, 77.0359° E",28.4177,77.0359
Independent House,"Krishna Colony, Gurgaon",sector 7,1.7,15741.0,1080.0,4,4,2,2.0,0,0,0,1,0,east,Unfurnished,Moderately Old,0.0,270.0,"28.4644° N, 77.0143° E",28.4644,77.0143
Independent House,Ansal Plaza,sector 23,7.25,30629.0,2367.0,3,3,1,1.0,0,0,1,0,0,west,Unfurnished,Moderately Old,0.7648094420280006,789.0,"28.5121° N, 77.0478° E",28.5121,77.0478
Flat,emaar mgf emerald floors premier,sector 65,3.6,18202.0,1975.0,4,4,3,3.0,0,1,0,0,0,east,Unfurnished,Relatively New,0.0,493.75,"28.4030° N, 77.0690° E",28.403,77.069
Flat,emaar mgf the palm drive,sector 66,3.85,18333.0,2100.0,4,4,3+,3.0,0,1,0,0,0,east,Unfurnished,Relatively New,0.5449535649079825,525.0,"28.3925° N, 77.0541° E",28.3925,77.0541
Independent House,Emaar MGF Marbella,sector 66,17.0,52469.0,3240.0,5,5,3+,3.0,0,0,0,0,0,north-east,Unfurnished,Relatively New,0.0,648.0,"28.3925° N, 77.0541° E",28.3925,77.0541
Flat,smart world gems,sector 89,1.35,12195.0,1107.0,2,2,2,4.0,0,1,0,1,0,north-east,Unfurnished,New Property,0.0048936668336643,553.5,"28.4253° N, 76.9439° E",28.4253,76.9439
Independent House,"Sector 23, Gurgaon",sector 23,8.25,26190.0,3150.0,6,5,2,3.0,1,1,0,0,0,east,Unfurnished,Relatively New,1.1659476026790023,525.0,"28.5121° N, 77.0478° E",28.5121,77.0478
Independent Builder Floor,Unitech Deerwood Chase,sector 50,6.25,25000.0,2500.0,4,4,2,2.0,1,1,0,1,1,east,Unfurnished,New Property,0.3599807943436079,625.0,"28.4178° N, 77.0628° E",28.4178,77.0628
Independent House,Ansals Florence Villa,sector 57,9.5,35185.0,2700.0,5,7,3,3.0,0,0,0,0,1,east,Unfurnished,Moderately Old,0.6931471805599453,540.0,"28.4232° N, 77.0752° E",28.4232,77.0752
Flat,mahindra aura,sector 110,2.6,12732.0,2042.0,3,3,3+,4.0,0,1,0,0,0,not available,Unfurnished,Moderately Old,0.0,680.6666666666666,"28.5145° N, 77.0197° E",28.5145,77.0197
Independent House,Eros Rosewood City,sector 49,5.0,11111.0,4500.0,4,5,3,4.0,0,1,0,0,1,west,Furnished,Relatively New,0.8813867260549119,1125.0,"28.4121° N, 77.0480° E",28.4121,77.048
Independent House,RWA Sector 46,sector 46,5.8,37468.0,1548.0,6,6,2,3.0,1,1,0,1,1,north-west,Semi-Furnished,Relatively New,0.8813867260549119,258.0,"28.4374° N, 77.0586° E",28.4374,77.0586
Independent House,Sector 14 RWA,sector 14,6.5,28889.0,2250.0,6,6,3+,3.0,0,0,0,0,1,north-east,Unfurnished,Old Property,0.1275465379242346,375.0,"28.4711° N, 77.0454° E",28.4711,77.0454
Independent Builder Floor,Smart World Gems,sector 89,1.35,11287.0,1196.0,2,2,2,2.0,1,0,0,0,0,north-east,Unfurnished,New Property,1.3649117126625223,598.0,"28.4253° N, 76.9439° E",28.4253,76.9439
Independent House,"Sushant Lok Phase 1, Gurgaon",sector 43,6.5,33592.0,1935.0,4,5,3+,3.0,0,1,1,1,0,west,Unfurnished,Relatively New,1.3001659561168355,483.75,"28.4629° N, 77.0772° E",28.4629,77.0772
Independent Builder Floor,"Malibu Town, Gurgaon",sector 47,3.5,15217.0,2300.0,3,4,2,3.0,0,0,0,0,0,west,Unfurnished,New Property,0.0,766.6666666666666,"28.4276° N, 77.0492° E",28.4276,77.0492
Independent House,Vipul Tatvam Villa,sector 48,10.4,32099.0,3240.0,4,4,3,1.0,1,1,1,1,0,north-east,Unfurnished,Relatively New,1.0699992654516446,810.0,"28.4177° N, 77.0359° E",28.4177,77.0359
Independent House,"Sector 43, Gurgaon",sector 43,7.6,52450.0,1449.0,6,6,2,4.0,0,1,0,0,0,west,Furnished,Relatively New,0.4847528138583317,241.5,"28.4629° N, 77.0772° E",28.4629,77.0772
Independent House,Bestech Park View Ananda,sector 81,7.5,13686.0,5480.0,4,4,3+,3.0,0,1,0,0,0,north-east,Semi-Furnished,Relatively New,1.1472526961918108,1370.0,"28.3867° N, 76.9485° E",28.3867,76.9485
Independent House,"Greenwood City, Gurgaon",sector 45,12.15,37500.0,3240.0,5,6,3+,3.0,1,1,1,1,0,north-west,Semi-Furnished,Moderately Old,1.3649117126625223,648.0,"28.4466° N, 77.0660° E",28.4466,77.066
Flat,bptp park generations,sector 37,1.75,11513.0,1520.0,3,2,3,5.0,0,0,0,0,0,west,Unfurnished,New Property,1.3649117126625223,506.6666666666667,"28.4375° N, 76.9999° E",28.4375,76.9999
